required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,booking_status_Not_Canceled,total_guests,total_nights,avg_price_per_room
0,183,2018,8,16,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,3,5,187.5
0,79,2017,7,7,0,0,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2,3,37.33
0,256,2018,10,16,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,5,100.75
0,97,2018,4,8,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,96.3
0,175,2018,8,31,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,4,112.63
0,69,2018,10,28,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True,1,1,57.52
0,10,2018,9,1,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,1,95.0
0,0,2017,12,24,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,5,62.8
0,122,2018,3,27,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,1,3,86.0
0,11,2018,3,16,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True,2,3,95.48
0,67,2018,8,13,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,1,125.1
0,42,2017,11,25,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,3,106.8
0,4,2018,1,2,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,109.0
0,4,2018,1,25,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,59.0
0,133,2018,4,29,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,3,88.5
0,74,2018,2,17,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,5,55.24
0,2,2018,8,2,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1,1,102.7
0,135,2018,5,22,0,0,0,2,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,2,94.5
0,128,2018,5,4,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,3,3,105.4
0,0,2018,5,9,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,1,89.0
0,6,2017,8,23,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,1,81.0
0,38,2018,12,2,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,2,2,85.0
0,20,2018,5,11,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,1,156.0
0,240,2018,10,27,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,90.95
0,34,2018,11,14,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,7,74.8
0,79,2017,11,13,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,75.0
0,126,2018,5,15,0,0,0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,True,3,5,125.45
0,4,2018,12,14,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1,1,88.0
0,31,2018,10,4,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,1,125.1
0,2,2017,9,20,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,2,3,75.0
0,35,2018,6,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,2,84.24
0,147,2018,7,3,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True,3,4,127.93
0,188,2018,6,15,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2,130.0
0,176,2018,8,9,0,0,0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,3,137.7
0,0,2018,5,23,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,65.0
0,22,2018,6,13,0,0,0,2,False,False,False,False,False,False,False,True,False,False,False,False,True,True,3,4,206.0
0,31,2018,7,27,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,135.9
0,73,2018,9,19,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,4,149.4
0,2,2018,3,22,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,2,98.0
0,83,2018,12,18,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,75.0
0,8,2018,2,6,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,1,1,101.0
0,11,2018,1,20,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,80.3
0,192,2018,8,3,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,2,94.5
0,39,2018,12,8,0,0,0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,True,3,10,130.9
0,188,2018,6,15,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2,130.0
0,64,2018,3,10,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,19,70.46
0,39,2017,10,23,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,1,96.3
0,47,2018,9,18,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,2,4,119.52
0,74,2017,9,18,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,109.0
1,27,2018,8,8,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,2,195.5
0,256,2018,6,15,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,2,115.0
0,304,2018,11,3,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,89.0
0,267,2018,9,30,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,3,95.0
0,33,2018,10,3,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True,1,1,120.6
0,47,2018,3,11,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,86.35
0,54,2018,7,3,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,117.9
0,95,2018,5,6,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,80.75
0,89,2018,4,1,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,87.3
0,104,2018,8,24,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3,4,150.3
0,156,2018,8,12,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,8,106.89
0,213,2018,6,7,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,3,130.0
0,44,2018,2,21,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,7,66.29
0,86,2018,4,25,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,90.95
0,78,2018,4,6,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True,2,4,108.45
0,76,2018,5,12,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True,2,3,140.4
0,170,2018,8,11,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,5,112.2
0,4,2018,1,16,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,2,67.5
0,131,2017,8,15,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,3,94.5
0,19,2018,3,3,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3,1,115.0
0,97,2018,5,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,6,84.43
0,0,2018,6,17,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True,2,1,129.0
0,275,2018,10,5,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,5,90.0
0,16,2017,10,1,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,111.75
0,146,2018,4,24,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,2,95.0
0,35,2018,3,2,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,2,73.1
0,20,2017,12,28,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,2,3,70.42
0,191,2018,6,3,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,3,132.0
0,36,2018,12,10,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,8,68.07
